tempid,latitude,longitude
282782,40.70763437,-74.01738161
282463,40.7064768,-74.01769781
282738,40.705617,-74.01785595
282740,40.70552874,-74.01783322
282737,40.70570627,-74.01787079
282744,40.70530114,-74.01770477
277743,40.71736257,-74.0139233
283476,40.7093248,-74.0177194
285046,40.71097941,-74.01614465
274760,40.70437546,-74.00744038
282734,40.70594095,-74.01789919
276030,40.70547901,-74.00522087
282781,40.70766127,-74.01744283
282739,40.70556657,-74.01787884
282741,40.70545459,-74.01780457
282460,40.70630799,-74.01781825
277272,40.70209361,-74.01135705
277795,40.71742645,-74.01435427
274764,40.70456028,-74.00717863
282466,40.70667963,-74.01759591
274763,40.70451547,-74.00724208
274761,40.70442101,-74.00737587
282895,40.70659388,-74.01684945
277809,40.71594974,-74.01514662
277745,40.7174877,-74.01382438
282464,40.70656338,-74.01768325
282462,40.70644009,-74.0177559
277439,40.709758,-74.00499698
277797,40.71761734,-74.01420447
283686,40.7091704,-74.01700385
277705,40.71106183,-74.00389291
282605,40.7063284,-74.01683437
282607,40.70594614,-74.01698254
282606,40.7061199,-74.01691519
282923,40.70783731,-74.01694466
282736,40.70575212,-74.01790812
282924,40.70789366,-74.01690414
278424,40.71694387,-74.0147352
282747,40.70515546,-74.01756554
282745,40.70524814,-74.01770122
282733,40.7059835,-74.01785518
282922,40.70778,-74.01698586
282921,40.70772366,-74.01702637
277794,40.7173501,-74.01441419
282735,40.70589157,-74.01787231
282925,40.70795289,-74.01686156
274765,40.70460732,-74.007112
282920,40.70766587,-74.01706792
282919,40.70760952,-74.01710843
276031,40.70543859,-74.00516487
278423,40.71687428,-74.0147903
278421,40.71666785,-74.01495373
285043,40.71076842,-74.01622837
285693,40.71096129,-74.0158765
282701,40.70750623,-74.01739181
282700,40.70747197,-74.01731368
276062,40.70737131,-74.00433622
282746,40.70522588,-74.01764009
282749,40.70508522,-74.01748225
276059,40.70722012,-74.00457911
282743,40.70536814,-74.0177538
276057,40.70712107,-74.00473825
276055,40.70703418,-74.00487785
282748,40.70510249,-74.01754922
276063,40.70741649,-74.00426363
276056,40.70707763,-74.00480805
283478,40.70791113,-74.01601737
283771,40.70876562,-74.01729892
278425,40.71698084,-74.01474594
282783,40.70759813,-74.01729915
282784,40.707563,-74.01721919
277773,40.71788579,-74.01535473
278426,40.7170003,-74.01469053
278427,40.71704667,-74.01469382
276071,40.7055211,-74.00438878
274694,40.70404452,-74.00669955
276072,40.70556171,-74.00432526
274696,40.70413264,-74.00656319
283360,40.70921587,-74.01477731
278419,40.71639136,-74.01517263
282650,40.7072517,-74.01736741
278420,40.71659779,-74.0150092
275947,40.7053497,-74.00604026
282649,40.70710095,-74.01747872
282654,40.70609177,-74.01759659
283471,40.70920925,-74.01734348
276033,40.70535622,-74.00505079
283021,40.70828061,-74.01728572
282651,40.70735771,-74.01728914
282648,40.70696743,-74.01757731
277845,40.71543645,-74.01411564
277841,40.71548756,-74.01446124
277843,40.71546211,-74.01428915
284927,40.70996913,-74.01560922
284929,40.71009073,-74.01614648
283482,40.70828694,-74.01673706
277840,40.71552955,-74.01462147
278422,40.71673885,-74.01489752
282524,40.70664353,-74.01728743
282529,40.70686979,-74.01780563
277842,40.71549263,-74.01431589
277229,40.70745063,-74.00770134
282525,40.70657708,-74.01712964
284928,40.71007086,-74.01605867
275946,40.70536795,-74.00596272
170718,40.70620739,-74.01675798
277844,40.71544902,-74.01420062
277846,40.71542545,-74.01404127
282742,40.7054001,-74.0178101
283485,40.70846708,-74.01715264
283483,40.70839861,-74.01699468
278343,40.7169782,-74.01621671
170726,40.70595792,-74.01685516
283484,40.70843257,-74.01707303
275838,40.70586383,-74.0062281
275244,40.70470603,-74.00788053
276058,40.70717147,-74.00465728
275245,40.70477749,-74.00777871
275246,40.70481954,-74.00771879
170722,40.70608292,-74.01680647
275247,40.70497027,-74.00750404
274695,40.70408823,-74.00663192
171756,40.70623405,-74.01619455
170740,40.70528476,-74.01711736
275840,40.70567429,-74.00649885
275837,40.70593445,-74.00612723
275839,40.70582295,-74.0062865
277220,40.70746358,-74.00772368
170730,40.70558318,-74.01700112
171757,40.70633579,-74.01616783
277340,40.7075357,-74.00293511
416142,40.7107332,-74.004945
416141,40.71080724,-74.00502316
416145,40.71050209,-74.00470104
416167,40.7100317,-74.00453644
416360,40.71397336,-74.01466851
416367,40.71424933,-74.01520986
416369,40.71427908,-74.01535751
416364,40.71411956,-74.01499245
424093,40.71177953,-74.01578944
416362,40.71404585,-74.01483385
416365,40.71417399,-74.01504843
424092,40.71177953,-74.01578944
416370,40.7143043,-74.01546309
416361,40.71401064,-74.01475353
416366,40.71421876,-74.01514437
416359,40.71391346,-74.01451309
416368,40.71427634,-74.01526595
424090,40.71177173,-74.01575674
416144,40.71058726,-74.00479095
416522,40.71035677,-74.00421372
416250,40.71181994,-74.00589112
416146,40.7104135,-74.00460753
416258,40.71085792,-74.00488927
416261,40.71067692,-74.0046924
416251,40.71176814,-74.00583477
416259,40.71080337,-74.00482993
416147,40.71035444,-74.00454518
416525,40.71084193,-74.00380346
416524,40.71058186,-74.00396781
416254,40.71142186,-74.00550262
416253,40.71148699,-74.00557346
416143,40.71065916,-74.00486684
416523,40.71048618,-74.004063
416255,40.71135674,-74.00543179
416252,40.71160688,-74.00570386
416260,40.71073655,-74.00475726
416262,40.71061137,-74.00462111
416148,40.71030051,-74.00448826
416257,40.71111294,-74.00516662
416256,40.7112508,-74.00531657
424094,40.71177173,-74.01575674
277296,40.70878851,-74.00496467
424091,40.71177173,-74.01575674
416263,40.71052679,-74.00452912
416264,40.71048387,-74.00448244
430558,40.70995448,-74.01457136
416137,40.71133494,-74.0055802
416139,40.71117316,-74.00540943
416136,40.71138587,-74.00563396
416138,40.71128101,-74.00552328
416265,40.71044115,-74.00443598
444825,40.70644106,-74.01791594
444826,40.70663,-74.01781459
430368,40.70752442,-74.01573598
430445,40.70965568,-74.01494119
416371,40.71433851,-74.0155396
416374,40.71447479,-74.01584438
444824,40.70632115,-74.01796687
444827,40.70675952,-74.01772478
416372,40.7144086,-74.01569634
416373,40.71444364,-74.01577471
416375,40.71451373,-74.01593146
416140,40.71111924,-74.0053525
430326,40.70746884,-74.01579623
430367,40.70746917,-74.01575907
430446,40.7095962,-74.01496433
430463,40.70956438,-74.01494624
430366,40.70740274,-74.01578683
430327,40.70740745,-74.01582224
277300,40.70859806,-74.00481253
430325,40.70752527,-74.01577232
277308,40.70818761,-74.00448465
416266,40.71039675,-74.00438769
416668,40.70933401,-74.00504856
416669,40.70941704,-74.00495143
416676,40.71028528,-74.00396789
416670,40.70958408,-74.0047569
416678,40.71041711,-74.00375723
416666,40.7091696,-74.00525643
416680,40.7105161,-74.0036318
416677,40.71036652,-74.00382132
416672,40.70976804,-74.00456138
416674,40.70989182,-74.00442982
416681,40.71056451,-74.00357046
416671,40.7096831,-74.00465165
416673,40.70982993,-74.0044956
416675,40.70996487,-74.0043498
416679,40.71046611,-74.00369514
430464,40.70961423,-74.01493355
430559,40.71005639,-74.01453071
430560,40.71012289,-74.01453335
444963,40.71135631,-74.01553845
444960,40.71122342,-74.01522408
416667,40.70921389,-74.00521259
444962,40.71132152,-74.01545615
410709,40.70671171,-74.01385751
444957,40.71117011,-74.01509795
444958,40.71118211,-74.01512633
416363,40.71407751,-74.01490605
473466,40.71421036,-74.01474395
473476,40.71458265,-74.01548539
473477,40.71460063,-74.01552506
473473,40.71449556,-74.01529325
473481,40.71469166,-74.01572588
473480,40.7146741,-74.01568714
473462,40.71411276,-74.0144602
473464,40.71415034,-74.01461081
473468,40.71429741,-74.0148768
473475,40.71454641,-74.01540544
473461,40.71407091,-74.01438375
473470,40.71433765,-74.01500743
473465,40.71418028,-74.01467723
473469,40.71428422,-74.01495479
444959,40.71120077,-74.01517047
444961,40.71125355,-74.01529534
473467,40.71426301,-74.01479353
473474,40.71452731,-74.01536329
473472,40.71445932,-74.01521329
473479,40.714655,-74.01564499
473463,40.71412027,-74.01454408
473478,40.7146196,-74.0155669
473482,40.71472776,-74.01580553
473483,40.7147463,-74.01584643
473485,40.71477727,-74.015971
473471,40.71441752,-74.01516928
473484,40.71475713,-74.01590491
410712,40.70662621,-74.01416475
410711,40.70664761,-74.01408786
416149,40.71025044,-74.0044354
410710,40.70667608,-74.01398556
444964,40.71139017,-74.01561854
453975,40.70859393,-74.00115529
529551,40.70591698,-74.01644635
529547,40.70615956,-74.01635164
529549,40.70604011,-74.01639828
529550,40.70598328,-74.01642046
529546,40.70622113,-74.01632761
521788,40.71399775,-74.01378232
521787,40.71394487,-74.0137971
529548,40.70609642,-74.01637629
522456,40.71666874,-74.013081
522462,40.71707176,-74.01298152
522458,40.71680173,-74.01304817
521794,40.71431563,-74.01369348
522457,40.71673618,-74.01306436
522460,40.71693688,-74.01301481
521795,40.71436932,-74.01367847
522459,40.71686809,-74.01303179
521793,40.71426381,-74.01370796
522461,40.71700486,-74.01299803
521798,40.71452477,-74.01363503
529552,40.7058533,-74.0164712
521803,40.71478894,-74.01356119
521804,40.714837,-74.01354776
521802,40.71473471,-74.01357635
521801,40.71467914,-74.01359188
521789,40.71405333,-74.01376679
521790,40.71410434,-74.01375253
521797,40.71447376,-74.01364929
521799,40.71457604,-74.0136207
521800,40.71463162,-74.01360516
529161,40.70641507,-74.0141289
529163,40.70649375,-74.01400222
529162,40.70645506,-74.01406125
529553,40.70578069,-74.01649956
529164,40.70656897,-74.01388784
521792,40.71420904,-74.01372327
521808,40.71504963,-74.01348833
521807,40.7149954,-74.01350349
529558,40.70541286,-74.01664315
529559,40.70534813,-74.01666842
529554,40.70570807,-74.0165279
529561,40.70521552,-74.01672019
529165,40.70665243,-74.01380206
529156,40.70583604,-74.01458244
529157,40.70593472,-74.01454035
529158,40.70603602,-74.01449715
529555,40.70564966,-74.01655071
529562,40.70515133,-74.01674525
529154,40.70562718,-74.0146715
529560,40.70528446,-74.01669328
529556,40.70557125,-74.01658132
529155,40.70572273,-74.01463076
529152,40.70537028,-74.01478106
529557,40.70550126,-74.01660864
529153,40.70549038,-74.01472984
529160,40.70638147,-74.01419998
521791,40.71415803,-74.01373753
529159,40.70633954,-74.01428644
522721,40.71856934,-74.01257845
522717,40.71884523,-74.0125185
522719,40.71869631,-74.01255105
522725,40.71830056,-74.01261997
522723,40.71844777,-74.01259723
522724,40.71838507,-74.01260692
522718,40.71874721,-74.01253992
522722,40.71850392,-74.01258856
521796,40.71442033,-74.01366422
522720,40.71863539,-74.01256437
521806,40.71494305,-74.01351812
521805,40.71488989,-74.01353298
543596,40.70675295,-74.01606517
543598,40.70693253,-74.0159908
543599,40.70698437,-74.01596934
543597,40.7068142,-74.0160398
722611,40.71185774,-74.01578956
722610,40.71194179,-74.01576575
29058,40.70790842,-74.00271475
29052,40.70818341,-74.00216282
29054,40.70806208,-74.00240635
29059,40.70787039,-74.0027911
29060,40.7078325,-74.00286714
29055,40.70802599,-74.00247877
28948,40.70854095,-74.00229227
28949,40.70838869,-74.00214366
42816,40.70707823,-74.00528828
29057,40.70794405,-74.00264323
42815,40.70700209,-74.00520839
78931,40.70538236,-74.0079874
42818,40.70723096,-74.00544851
29061,40.70779251,-74.00294741
42817,40.70716382,-74.00537807
29056,40.70798164,-74.00256779
29641,40.70757737,-74.00109417
29503,40.70798295,-74.00193846
29053,40.70809395,-74.00234237
76126,40.70531222,-74.01546298
76127,40.70542238,-74.01542082
78926,40.70513011,-74.00829306
76130,40.70580712,-74.01527355
76133,40.70616182,-74.01513777
76132,40.70599212,-74.01520274
76204,40.7067414,-74.01578166
76131,40.7058983,-74.01523865
78922,40.70508445,-74.00836149
78921,40.70504385,-74.00843436
78733,40.7067522,-74.01099537
76205,40.70680094,-74.01575637
76206,40.70687929,-74.01572308
76234,40.70833837,-74.01487441
78919,40.70498888,-74.00847684
78920,40.70498888,-74.00847684
78927,40.70517993,-74.0082299
78923,40.70506345,-74.00834119
78930,40.70533287,-74.00804669
78929,40.70528216,-74.00810744
78917,40.70500314,-74.00850962
76129,40.70561106,-74.01534859
78924,40.70506345,-74.00834119
78928,40.70522942,-74.00817061
27572,40.71129544,-74.01007877
29668,40.70798936,-74.00152583
29669,40.70803366,-74.00157142
29670,40.70812053,-74.00166083
78808,40.70447845,-74.00924076
78810,40.70435679,-74.00911732
78809,40.70442197,-74.00918345
78811,40.70430465,-74.00906442
75761,40.7082476,-74.01254269
75762,40.70835562,-74.01247012
78915,40.7046382,-74.0091843
78916,40.70467716,-74.00911227
29671,40.7081564,-74.00169774
78918,40.70498888,-74.00847684
78925,40.70506345,-74.00834119
75763,40.7084783,-74.0123877
76128,40.7055067,-74.01538854
29548,40.70753455,-74.00159681
29549,40.70745275,-74.00152857
29672,40.70819551,-74.001738
75760,40.70810732,-74.01263694
76390,40.70901404,-74.01386097
76388,40.70894652,-74.01370479
76389,40.70898042,-74.01378319
76391,40.709133,-74.01397378
170021,40.71000223,-74.01209539
170306,40.7094914,-74.01731716
170020,40.70996526,-74.01201015
170019,40.70992775,-74.01192366
169986,40.7061998,-74.01407059
172728,40.71695166,-74.01638153
172733,40.71736124,-74.01614408
172712,40.71580819,-74.01658254
172730,40.71710013,-74.01631448
172724,40.71661889,-74.01648371
172725,40.71668689,-74.01646705
172727,40.71691031,-74.01639616
170303,40.70942922,-74.01704342
169987,40.70628649,-74.01413306
172704,40.71514169,-74.01613612
170304,40.70945403,-74.01715264
169879,40.70394194,-74.01061408
170711,40.70649051,-74.01661197
170743,40.7051316,-74.01717702
170708,40.7066113,-74.01656492
170739,40.7053084,-74.01707241
170305,40.7094702,-74.01722384
170710,40.70653709,-74.01659382
170737,40.7053584,-74.01705294
170744,40.70506581,-74.01720264
170719,40.70616788,-74.01673764
170694,40.70704683,-74.01639527
170721,40.70610077,-74.01676378
170728,40.70586209,-74.01685675
170698,40.70691393,-74.01644703
170700,40.70686235,-74.01646713
170691,40.70743199,-74.01690536
169880,40.70400518,-74.01065264
169878,40.70388417,-74.01057886
170696,40.70698051,-74.0164211
170179,40.71049507,-74.01772433
170706,40.70667762,-74.01653909
170723,40.70604656,-74.01678489
170742,40.70518423,-74.01715651
170731,40.70554367,-74.01698078
170733,40.70549051,-74.01700148
170715,40.70628683,-74.01669131
170717,40.70623367,-74.01671201
172721,40.71641613,-74.01651311
172723,40.71654666,-74.01649769
170712,40.70639262,-74.0166501
172713,40.71586227,-74.01656205
170741,40.70525108,-74.01713048
170189,40.71008067,-74.01671989
172736,40.71753364,-74.01599579
172740,40.71776807,-74.01574763
172755,40.71822062,-74.014986
172735,40.71748738,-74.01604099
172714,40.71593131,-74.01654251
172731,40.71724313,-74.01622981
172720,40.716347,-74.01651605
172722,40.71648819,-74.01650497
172738,40.71765976,-74.01587097
172745,40.71808967,-74.01523849
172746,40.71812685,-74.01516184
172715,40.71599806,-74.01653017
172719,40.71627818,-74.01651659
172726,40.71677673,-74.01644344
172744,40.71796351,-74.01546477
172751,40.71819678,-74.01497211
172717,40.71613733,-74.01651934
170734,40.70546845,-74.01704581
172711,40.71571856,-74.01662541
172729,40.71702203,-74.0163551
172747,40.71815653,-74.01509142
172753,40.71819678,-74.01497211
172732,40.71730584,-74.01618535
172737,40.71759354,-74.01593723
172734,40.71741783,-74.01610193
172748,40.71818546,-74.01500568
172716,40.71606932,-74.01652512
172718,40.71621366,-74.01651667
172754,40.71822062,-74.014986
172741,40.71782458,-74.01567192
172743,40.71791141,-74.01554763
172750,40.71819678,-74.01497211
172752,40.71819678,-74.01497211
172739,40.7177143,-74.0158116
172708,40.7153322,-74.01661178
170186,40.71017346,-74.01714271
172707,40.7152912,-74.01652128
170176,40.71045745,-74.0174793
172709,40.71537981,-74.01670438
170181,40.71037443,-74.01776297
170183,40.71023872,-74.01744007
170702,40.70679604,-74.01649296
170713,40.70633998,-74.0166706
170188,40.71010623,-74.01683634
172706,40.7152061,-74.01633345
170182,40.710262,-74.01754612
170736,40.70539634,-74.0170739
170177,40.71047799,-74.01755081
170738,40.70533472,-74.01706216
170191,40.71005755,-74.01661453
172705,40.71516369,-74.01623985
170180,40.71044135,-74.01774308
170190,40.71006972,-74.01666998
170707,40.70665187,-74.01658485
170154,40.71018865,-74.01658694
170735,40.70542472,-74.01702711
170704,40.70673025,-74.01651859
170729,40.70561104,-74.01695453
170724,40.7060245,-74.01682922
170155,40.7102087,-74.01667544
170714,40.7063195,-74.01671432
170732,40.70552423,-74.01702408
172606,40.71179609,-74.00675282
170178,40.71049332,-74.01764367
170705,40.70671134,-74.01656169
170692,40.70740913,-74.01684944
170693,40.70738548,-74.01679162
170185,40.71019233,-74.01722866
170158,40.71029013,-74.01703498
170725,40.7059813,-74.01681031
170187,40.71014304,-74.01700408
172607,40.71187501,-74.00643683
172608,40.71190086,-74.00633333
170371,40.7088338,-74.01640963
170379,40.70905834,-74.01588327
170716,40.70626897,-74.016734
170375,40.70881702,-74.01598674
170372,40.70880526,-74.01631975
170382,40.70920629,-74.01603753
170380,40.70913189,-74.01588962
170157,40.71024926,-74.01685452
172308,40.70821839,-74.01550931
170156,40.71022984,-74.01676879
172301,40.70770956,-74.01570296
170159,40.7103108,-74.01712625
172306,40.70807497,-74.01556389
172309,40.70828904,-74.01548241
172304,40.70793207,-74.01561827
172305,40.70800642,-74.01558998
170695,40.70702476,-74.0164396
172310,40.70835495,-74.01545733
172313,40.70853027,-74.0153906
170703,40.70677029,-74.01653873
172314,40.70858142,-74.01537113
172307,40.7081472,-74.0155364
172315,40.70863837,-74.01534946
170369,40.708882,-74.01656142
170376,40.70887419,-74.01595558
170367,40.70892406,-74.0166939
170378,40.70899521,-74.01590582
170373,40.70878697,-74.01626216
170374,40.70877132,-74.01605113
172303,40.70784982,-74.01564958
170370,40.70885832,-74.01648685
170366,40.7089526,-74.01678378
170383,40.70924174,-74.01620278
170381,40.70917487,-74.01593963
172302,40.70777863,-74.01567667
170368,40.70890398,-74.01663066
170302,40.7094041,-74.01693282
169881,40.70405846,-74.01068512
172316,40.70871219,-74.01532136
172311,40.70842192,-74.01543184
172312,40.70847359,-74.01541217
170385,40.70927703,-74.01636733
170387,40.70931002,-74.01652113
172710,40.71563471,-74.01666646
170837,40.70486056,-74.01544563
170838,40.70485256,-74.01539038
170853,40.70473285,-74.01481788
170386,40.70929364,-74.01644475
172742,40.71786533,-74.01561733
169877,40.70391888,-74.0085482
170727,40.70591472,-74.01683625
170184,40.71022427,-74.01737422
172749,40.71819678,-74.01497211
170854,40.70471201,-74.01473767
169965,40.70379399,-74.01448983
169963,40.70360708,-74.01452517
169964,40.70369891,-74.01450781
169962,40.70351797,-74.01454202
169876,40.70394798,-74.00858117
170472,40.70860109,-74.01792919
170451,40.70865189,-74.01771781
170453,40.70870127,-74.01783442
169875,40.7039775,-74.00861462
170322,40.70910852,-74.01728593
170310,40.70958042,-74.0177091
170312,40.70957641,-74.01785808
169874,40.70400702,-74.00864807
170321,40.70912795,-74.01734953
170313,40.70936167,-74.01795449
170311,40.70959204,-74.01776354
170318,40.70919747,-74.01757715
169961,40.7034277,-74.01455246
169871,40.70389253,-74.00867662
170449,40.70860304,-74.01760245
170448,40.70857995,-74.01754792
170450,40.70862867,-74.01766296
170377,40.70893182,-74.01593189
170307,40.70952374,-74.01745956
170308,40.70954195,-74.01753974
170323,40.70907847,-74.01718751
170455,40.70875839,-74.01796932
170456,40.70878241,-74.01802606
170454,40.70872609,-74.01789305
170316,40.7092461,-74.01773574
170541,40.70819205,-74.01745057
169873,40.70403633,-74.00868128
170161,40.71037156,-74.01739453
170384,40.70925946,-74.0162854
170540,40.70815886,-74.01743529
170320,40.70915249,-74.01742986
170315,40.70927228,-74.01781962
170535,40.70803227,-74.01752578
170319,40.70917293,-74.01749681
169870,40.70392193,-74.00871024
169872,40.70386354,-74.00864347
170314,40.70930313,-74.01789985
170537,40.70806723,-74.01750079
170317,40.70922186,-74.01765681
169868,40.70398074,-74.00877747
169869,40.70395134,-74.00874386
170452,40.70867725,-74.01777769
170827,40.70487922,-74.01580018
170824,40.70485877,-74.01610485
170160,40.71035261,-74.01731086
170162,40.71039082,-74.01747957
170826,40.70487247,-74.01590078
170823,40.7048521,-74.01620437
170539,40.70815058,-74.01748021
170825,40.70486562,-74.01600281
170536,40.70806233,-74.0175433
170457,40.7088611,-74.0182214
170458,40.70884544,-74.01827936
170534,40.70802858,-74.01756743
170503,40.70827766,-74.01764517
170699,40.70689608,-74.01648973
170542,40.70820274,-74.01740392
170502,40.70831959,-74.01761364
170515,40.70797133,-74.01755748
170516,40.70802024,-74.01756733
169966,40.70410534,-74.01443096
170506,40.70815522,-74.01773726
170509,40.70798462,-74.0178536
170543,40.70823642,-74.01741885
170508,40.70803253,-74.01782954
170504,40.70823764,-74.01767527
170514,40.70792166,-74.01756797
170511,40.70784872,-74.0177054
170512,40.70785726,-74.01764791
170309,40.70956236,-74.01762961
170513,40.70788449,-74.01759812
