tree_id,x_sp,y_sp
282463,979343.2142,196665.528
282738,979299.3058,196352.2855
282740,979305.6008,196320.1271
282737,979295.1959,196384.8097
282744,979341.1985,196237.1971
277743,980390.3414,200631.3524
283476,979337.4386,197703.1394
285046,979774.1366,198305.8813
274760,982187.0596,195899.538
282734,979287.3396,196470.3118
276030,982802.4714,196301.5494
282781,979413.9926,197097.0491
282739,979292.9535,196333.9109
282741,979313.5381,196293.1107
282460,979309.8091,196604.0307
277272,981101.0066,195068.3074
277795,980270.8757,200654.6473
274764,982259.6408,195966.8657
282466,979371.4809,196739.4183
274763,982242.0453,195950.5435
274761,982204.9483,195916.1318
282895,979578.4322,196708.1342
277809,980051.137,200116.671
277745,980417.7704,200676.9363
282464,979347.2559,196697.0679
282462,979327.1056,196652.155
277439,982864.6356,197860.5105
277797,980312.4137,200724.1855
283686,979535.8067,197646.8495
277705,983170.7502,198335.5204
282605,979582.5943,196611.4129
282607,979541.4868,196472.1534
282606,979560.1721,196535.4531
282923,979552.1239,197161.1599
282736,979284.8488,196401.5144
282924,979563.3598,197181.6861
278424,980165.2493,200478.8455
282747,979379.7883,196184.1159
282745,979342.1788,196217.8871
282733,979299.544,196485.8131
282922,979540.6964,197140.2829
282921,979529.4605,197119.7571
277794,980254.2606,200626.8317
282735,979294.7884,196452.3181
282925,979575.1717,197203.2648
274765,982278.1158,195984.0034
282920,979517.9366,197098.7046
282919,979506.7011,197078.1787
276031,982817.9963,196286.8204
278423,980149.9714,200453.4932
278421,980104.6533,200378.2925
285043,979750.9109,198229.0134
285693,979848.475,198299.2645
282701,979428.1268,197040.5607
282700,979449.7868,197028.0771
276062,983047.7836,196990.9558
282746,979359.1239,196209.7759
282749,979402.8781,196158.5192
276059,982980.4376,196935.8785
282743,979327.6092,196261.6108
276057,982936.3143,196899.7936
276055,982897.6096,196868.1398
282748,979384.3102,196164.8141
276063,983067.9098,197007.4157
276056,982916.962,196883.9665
283478,979809.2165,197188.0079
283771,979453.9722,197499.3895
278425,980162.2739,200492.3136
282783,979453.8239,197074.0393
282784,979475.9912,197061.2339
277773,979993.5699,200822.0443
278426,980177.6367,200499.4015
278427,980176.726,200516.2955
276071,983033.177,196316.8712
274694,982392.4548,195778.9504
276072,983050.7878,196331.6645
274696,982430.2651,195811.0527
283360,980153.1004,197663.3029
278419,980043.9543,200277.568
282650,979434.8748,196947.8286
278420,980089.2721,200352.7686
275947,982575.2855,196254.453
282649,979404.0028,196892.9114
282654,979371.2489,196525.2438
283471,979441.649,197661.0204
276033,982849.6261,196256.8119
283021,979457.5978,197322.6858
282651,979456.5831,196986.445
282648,979376.659,196844.2704
277845,980336.911,199929.6176
277841,980241.1068,199948.253
277843,980288.8124,199938.9732
284927,979922.5106,197937.7781
284929,979773.5677,197982.1077
283482,979609.712,197324.961
277840,980196.6902,199963.5585
278422,980120.2409,200404.1586
282524,979457.0047,196726.249
282529,979313.3484,196808.7117
277842,980281.3993,199950.0936
277229,982114.8038,197019.921
282525,979500.747,196702.0289
284928,979797.9121,197974.8623
275946,982596.7851,196261.0997
170718,979603.7649,196567.3225
277844,980313.3527,199934.1999
277846,980357.5248,199925.6074
282742,979312.002,196273.2581
283485,979494.5065,197390.6151
283483,979538.2948,197365.6608
278343,979754.5618,200491.4245
170726,979576.8053,196476.4368
283484,979516.5747,197378.039
275838,982523.2196,196441.7699
275244,982065.0355,196019.9847
276058,982958.7631,196918.1525
275245,982093.2661,196046.0154
275246,982109.8809,196061.3356
170722,979590.3138,196521.9754
275247,982169.4293,196116.2443
274695,982411.2074,195794.8726
171756,979759.9824,196577.0029
170740,979504.0607,196231.1988
275840,982448.1457,196372.7198
275837,982551.1884,196467.4943
275839,982507.0271,196426.8769
277220,982108.6122,197024.6388
170730,979536.3096,196339.9164
171757,979767.3954,196614.0688
277340,983436.2428,197050.833
416142,982879.067,198215.8041
416141,982857.4007,198242.7801
416145,982946.6965,198131.6002
416167,982992.3224,197960.2216
416360,980183.5554,199396.5963
416367,980033.4979,199497.165
416369,979992.5699,199508.0088
416364,980093.7629,199449.8735
424093,979872.6656,198597.3712
416362,980137.7241,199423.0143
416365,980078.2449,199469.7068
424092,979872.6656,198597.3712
416370,979963.3012,199517.205
416361,980159.9901,199410.1796
416366,980051.6524,199486.0246
416359,980226.6383,199374.7653
416368,980017.9504,199507.0069
424090,979881.7295,198594.5254
416144,982921.7736,198162.631
416522,983081.7966,198078.6505
416250,982616.7962,198611.7544
416146,982972.621,198099.322
416258,982894.5211,198261.2443
416261,982949.0945,198195.2966
416251,982632.416,198592.8794
416259,982910.9695,198241.3677
416147,982989.9041,198077.8034
416525,983195.5461,198255.4031
416524,983149.9779,198160.651
416254,982724.4893,198466.7147
416253,982704.8535,198490.4436
416143,982900.7337,198188.8278
416523,983123.5866,198125.7947
416255,982744.1257,198442.9857
416252,982668.7046,198534.1263
416260,982931.1158,198217.0223
416262,982968.8582,198171.4134
416148,983005.6842,198058.1558
416257,982817.6338,198354.1568
416256,982776.0666,198404.388
424094,979881.7295,198594.5254
277296,982873.5749,197507.2947
424091,979881.7295,198594.5254
416263,982994.3598,198140.5969
416264,983007.302,198124.9575
430558,980210.2456,197932.3916
416137,982702.9804,198435.0454
416139,982750.3209,198376.103
416136,982688.0769,198453.6015
416138,982718.7606,198415.3978
416265,983020.1803,198109.3948
444825,979282.7333,196652.5162
444826,979310.8471,196721.3487
430368,979887.2069,197047.1037
430445,980107.6956,197823.544
416371,979942.0942,199529.6722
416374,979857.6118,199579.3378
444824,979268.6025,196608.8345
444827,979335.7556,196768.5317
416372,979898.6462,199555.2148
416373,979876.9221,199567.9858
416375,979833.474,199593.528
416140,982766.1011,198356.4554
430326,979870.4992,197026.8557
430367,979880.8027,197026.9757
430446,980101.2757,197801.8758
430463,980106.2881,197790.2839
430366,979873.1016,197002.7717
430327,979863.285,197004.4909
277300,982915.7494,197437.9067
430325,979877.1305,197047.4124
277308,983006.6439,197288.3633
416266,983033.5684,198093.2161
416668,982850.3279,197706.0393
416669,982877.2577,197736.289
416676,983149.95,198052.5994
416670,982931.1926,197797.1415
416678,983208.3544,198100.6255
416666,982792.6935,197646.1415
416680,983243.1303,198136.6901
416677,983190.5848,198082.1971
416672,982985.4021,197864.1624
416674,983021.8771,197909.2571
416681,983260.1365,198154.3262
416671,982960.3726,197833.2179
416673,983003.6399,197886.7099
416675,983044.0634,197935.8696
416679,983225.5686,198118.4775
430464,980109.8104,197808.4456
430559,980221.5199,197969.5175
430560,980220.7932,197993.7471
444963,979942.2189,198443.1665
444960,980029.366,198394.7361
416667,982804.8474,197662.2763
444962,979965.0328,198430.488
410709,980407.964,196750.9189
444957,980064.3299,198375.3061
444958,980056.4628,198379.6778
416363,980117.711,199434.5503
473466,980162.6558,199482.9429
473476,979957.1369,199618.6182
473477,979946.1411,199625.1707
473473,980010.3966,199586.8788
473481,979890.4759,199658.3432
473480,979901.2141,199651.9443
473462,980241.3118,199447.3744
473464,980199.5622,199461.0726
473468,980125.8337,199514.6663
473475,979979.2999,199605.4106
473461,980262.5027,199432.1222
473470,980089.6235,199529.3343
473465,980181.1522,199471.982
473469,980104.2133,199509.8625
444959,980044.2256,198386.4783
444961,980009.6115,198405.7145
473467,980148.9167,199502.1276
473474,979990.9826,199598.4483
473472,980032.5599,199573.6714
473479,979912.8968,199644.982
473463,980218.0586,199450.1113
473478,979934.5441,199632.0818
473482,979868.3988,199671.4997
473483,979857.0596,199678.2569
473485,979822.5298,199689.5472
473471,980044.7597,199558.4405
473484,979840.8494,199682.2063
410712,980322.7756,196719.7841
410711,980344.0964,196727.5764
416149,983020.3371,198039.9117
410710,980372.4612,196737.9432
444964,979920.0169,198455.5047
453975,983929.7011,197436.3657
529551,979690.1479,196461.4985
529547,979716.4221,196549.8757
529549,979703.4845,196506.3583
529550,979697.3293,196485.6537
529546,979723.0904,196572.3054
521788,980429.2284,199405.4424
521787,980425.1277,199386.1741
529548,979709.5829,196526.8708
522456,980623.796,200378.5327
522462,980651.395,200525.3611
522458,980632.9032,200426.9844
521794,980453.8754,199521.2486
522457,980628.4141,200403.1022
522460,980642.1585,200476.2218
521795,980458.0387,199540.8106
522459,980637.4475,200451.1608
521793,980449.8577,199502.3714
522461,980646.8136,200500.9882
521798,980470.0912,199597.4421
529552,979683.2519,196438.3021
521803,980490.5751,199693.6866
521804,980494.3011,199711.1945
521802,980486.37,199673.9291
521801,980482.061,199653.6828
521789,980433.5375,199425.6891
521790,980437.4928,199444.2731
521797,980466.1365,199578.8581
521799,980474.0673,199616.1238
521800,980478.3766,199636.3701
529161,980332.7047,196642.8564
529163,980367.8303,196671.5155
529162,980351.4612,196657.4224
529553,979675.3864,196411.8464
529164,980399.5467,196698.9157
521792,980445.6109,199482.4183
521808,980510.788,199788.6595
521807,980506.5829,199768.902
529558,979635.5476,196277.8431
529559,979628.5374,196254.2631
529554,979667.5213,196385.3907
529561,979614.1749,196205.9528
529165,980423.3364,196729.3212
529156,980206.9241,196431.9182
529157,980218.5983,196467.8706
529158,980230.5815,196504.7737
529555,979661.1952,196364.1113
529562,979607.2215,196182.5644
529154,980182.2165,196355.8295
529560,979621.6411,196231.0662
529556,979652.7031,196335.547
529155,980193.5202,196390.6401
529152,980151.8264,196262.2397
529557,979645.1227,196310.0497
529153,980166.0331,196305.991
529160,980312.9944,196630.6189
521791,980441.6559,199463.8347
529159,980289.0217,196615.345
522721,980763.2071,201070.9618
522717,980779.8422,201171.4727
522719,980770.8098,201117.2192
522725,980751.6858,200973.0371
522723,980757.9955,201026.6676
522724,980755.3078,201003.8251
522718,980773.8974,201135.7638
522722,980760.4026,201047.1262
521796,980461.9938,199559.3942
522720,980767.1142,201095.0247
521806,980502.5239,199749.8292
521805,980498.4018,199730.4628
543596,979795.8888,196766.0478
543598,979816.518,196831.4729
543599,979822.4724,196850.3563
543597,979802.9255,196788.3647
722611,979872.637,198625.8626
722610,979879.2417,198656.4863
29058,983497.3407,197186.6257
29052,983650.3644,197286.8059
29054,983582.8465,197242.6039
29059,983476.1731,197172.7681
29060,983455.0898,197158.9653
29055,983562.7668,197229.4583
28948,983614.4799,197417.0727
28949,983655.68,197361.5988
42816,982783.8162,196884.1955
29057,983517.1691,197199.6066
42815,982805.9645,196856.4518
78931,982035.4257,196266.3956
42818,982739.3954,196939.8394
29061,983432.8346,197144.3955
42817,982758.9232,196915.3779
29056,983538.0854,197213.3002
29641,983946.6413,197066.0045
29503,983712.567,197213.7713
29053,983600.5836,197254.2158
76126,979962.7536,196241.1194
76127,979974.4508,196281.2492
78926,981950.6703,196174.5014
76130,980015.307,196421.4163
76133,980052.9733,196550.6384
76132,980034.9517,196488.8115
76204,979874.4897,196761.8254
76131,980024.9894,196454.6337
78922,981931.6949,196157.8669
78921,981911.4899,196143.0763
78733,981201.5041,196765.5586
76205,979881.5071,196783.5189
76206,979890.7403,196812.0625
76234,980126.127,197343.6054
78919,981899.712,196123.052
78920,981899.712,196123.052
78927,981968.183,196192.6497
78923,981937.3232,196150.2137
78930,982018.9854,196248.3654
78929,982002.1413,196229.892
78917,981890.6225,196128.2472
76129,979994.4872,196349.9886
78924,981937.3232,196150.2137
78928,981984.623,196210.6795
27572,981455.8241,198420.7659
29668,983826.9664,197216.105
29669,983814.3266,197232.2447
29670,983789.5409,197263.8946
78808,981687.886,195937.1078
78810,981722.1068,195892.7799
78809,981703.7741,195916.5272
78811,981736.7724,195873.7822
75761,980772.5814,197310.4358
75762,980792.7074,197349.7878
78915,981703.5471,195995.3069
78916,981723.5182,196009.4991
29671,983779.3057,197276.9634
78918,981899.712,196123.052
78925,981937.3232,196150.2137
75763,980815.5656,197394.4816
76128,979983.4055,196311.9706
29548,983807.2847,197050.4052
29549,983826.2029,197020.6031
29672,983768.146,197291.2137
75760,980746.445,197259.3316
76390,980407.1379,197589.7272
76388,980450.4351,197565.1226
76389,980428.6996,197577.4743
76391,980375.8683,197633.0736
170021,980896.6845,197949.6829
170306,979448.9683,197763.8138
170020,980920.3134,197936.2101
170019,980944.2901,197922.5396
169986,980348.8572,196564.4232
172728,979708.8719,200481.7631
172733,979774.7212,200630.9741
172712,979653.0699,200065.1724
172730,979727.468,200535.8513
172724,979680.5236,200360.5311
172725,979685.1446,200385.304
172727,979704.8126,200466.7008
170303,979524.8556,197741.1472
169987,980331.5416,196596.013
172704,979776.7799,199822.3238
170304,979494.5774,197750.1908
169879,981307.0931,195741.6824
170711,979644.2684,196670.463
170743,979487.5095,196175.4017
170708,979657.3215,196714.4675
170739,979516.5239,196239.8097
170305,979474.8389,197756.0862
170710,979649.3018,196687.4321
170737,979521.9274,196258.0252
170744,979480.4003,196151.4342
170719,979609.4033,196552.9245
170694,979704.3867,196873.1342
170721,979602.1517,196528.4777
170728,979576.3581,196441.5225
170698,979690.0255,196824.7193
170700,979684.4517,196805.9286
170691,979562.9893,197013.4876
169880,981296.4055,195764.7243
169878,981316.8553,195720.6358
170696,979697.2201,196848.9745
170179,979336.1581,198129.506
170706,979664.4878,196738.6269
170723,979596.2934,196508.7281
170742,979493.1975,196194.5758
170731,979541.9477,196325.5185
170733,979536.2033,196306.1527
170715,979622.2573,196596.2584
170717,979616.5125,196576.8927
172721,979672.3589,200286.6612
172723,979676.642,200334.2172
170712,979633.6893,196634.7987
172713,979658.7533,200084.8765
170741,979500.4206,196218.9268
170189,979614.5965,197978.4722
172736,979815.8415,200693.7758
172740,979884.6478,200779.1756
172755,980095.8046,200944.0161
172735,979803.3068,200676.9271
172714,979664.1762,200110.029
172731,979750.9499,200587.947
172720,979671.5377,200261.4749
172722,979674.6197,200312.9131
172738,979850.4507,200739.7223
172745,980025.8044,200896.3171
172746,980047.0553,200909.8614
172715,979667.6007,200134.3452
172719,979671.3841,200236.4004
172726,979691.6974,200418.0369
172744,979963.0719,200850.3674
172751,980099.654,200935.3311
172717,979670.6118,200185.0862
170734,979523.9104,196298.1166
172711,979641.1808,200032.5216
172729,979716.202,200507.4009
172747,980066.5773,200920.671
172753,980099.654,200935.3311
172732,979763.2777,200610.7927
172737,979832.0771,200715.5986
172734,979786.4108,200651.5909
172748,980090.3472,200931.2061
172716,979669.0042,200160.3074
172718,979671.3592,200212.8952
172754,980095.8046,200944.0161
172741,979905.6386,200799.7605
172743,979940.0975,200831.3881
172750,980099.654,200935.3311
172752,980099.654,200935.3311
172739,979866.9113,200759.5887
172708,979644.9301,199891.7571
170186,979497.3809,198012.3022
172707,979670.0167,199876.8136
170176,979404.0848,198115.7833
172709,979619.2638,199909.1068
170181,979325.4354,198085.553
170183,979414.9457,198036.0941
170702,979677.2851,196781.7689
170713,979628.0017,196615.6245
170188,979582.3141,197987.7894
172706,979722.0802,199845.8015
170182,979385.5458,198044.5794
170736,979516.1187,196271.848
170177,979384.2607,198123.2728
170738,979519.368,196249.3969
170191,979643.8045,197970.0424
172705,979748.0261,199830.3465
170180,979330.9537,198109.9342
170190,979628.4321,197974.4794
170707,979651.7969,196729.249
170154,979651.4619,198017.8061
170735,979529.0937,196282.1846
170704,979670.1755,196757.8014
170729,979549.2282,196350.0617
170724,979584.0005,196500.6924
170155,979626.9272,198025.1138
170714,979615.8797,196608.1639
170732,979529.9395,196318.4411
172606,982377.9037,198603.0822
170178,979358.518,198128.8633
170705,979658.2241,196750.9159
170692,979578.4919,197005.1546
170693,979594.5224,196996.5375
170185,979473.5535,198019.1791
170158,979527.2545,198054.8014
170725,979589.2406,196484.9522
170187,979535.8122,198001.2107
172607,982465.5082,198631.8279
172608,982494.203,198641.2432
170371,979700.5281,197524.1821
170379,979846.4717,197605.9631
170716,979610.4194,196589.7565
170375,979817.77,197518.0489
170372,979725.4441,197513.7802
170382,979803.7159,197659.8741
170380,979844.7175,197632.7583
170157,979577.2823,198039.9006
172308,979950.0972,197299.924
170156,979601.0506,198032.8212
172301,979896.3732,197114.552
170159,979501.9527,198062.3375
172306,979934.9542,197247.6745
172309,979957.5571,197325.6648
172304,979919.8672,197195.6165
172305,979927.717,197222.7021
170695,979692.0938,196865.0981
172310,979964.5161,197349.6769
172313,979983.0276,197413.5481
170703,979664.5938,196772.391
172314,979988.4278,197432.1816
172307,979942.5811,197273.991
172315,979994.4403,197452.9277
170369,979658.4485,197541.75
170376,979826.4124,197538.874
170367,979621.7202,197557.0833
170378,979840.2152,197582.9645
170373,979741.4086,197507.1152
170374,979799.916,197501.4029
172303,979911.1819,197165.6497
170370,979679.119,197533.1204
170366,979596.8046,197567.4852
170383,979757.9037,197672.7956
170381,979830.8536,197648.4204
172302,979903.6665,197139.7167
170368,979639.2536,197549.7631
170302,979555.5169,197731.9891
169881,981287.4009,195784.1374
172316,980002.2345,197479.8213
172311,979971.5866,197374.0728
172312,979977.0427,197392.8979
170385,979712.2833,197685.6627
170387,979669.6469,197697.6886
172710,979629.7933,200001.975
170837,979967.5364,196076.5652
170838,979982.8537,196073.6479
170853,980141.5764,196030.0053
170386,979690.8208,197691.7165
172742,979920.7751,200814.604
169877,981879.8873,195733.2208
170727,979582.0454,196460.697
170184,979433.2006,198030.8258
172749,980099.654,200935.3311
170854,980163.8143,196022.4072
169965,980232.4775,195687.9358
169963,980222.6668,195619.8388
169964,980227.4867,195653.2935
169962,980217.99,195587.374
169876,981870.7459,195743.8241
170472,979279.2219,197439.4828
170451,979337.8294,197457.9782
170453,979305.5013,197475.9752
169875,981861.4736,195754.5787
170322,979457.5988,197624.32
170310,979340.3116,197796.2678
170312,979299.0092,197794.8174
169874,981852.2013,195765.3336
170321,979439.9676,197631.4007
170313,979272.2632,197716.5859
170311,979325.2185,197800.5041
170318,979376.866,197656.7422
169961,980215.0888,195554.4872
169871,981844.2807,195723.6237
170449,979369.808,197440.1754
170448,979384.9234,197431.7607
170450,979353.0324,197449.5146
170377,979832.9852,197559.8694
170307,979409.4916,197775.6048
170308,979387.2623,197782.2442
170323,979484.8809,197613.3637
170455,979268.1058,197496.7937
170456,979252.3784,197505.5489
170454,979289.2501,197485.0224
170316,979332.9002,197674.4695
170541,979411.8866,197290.4303
169873,981842.9943,195776.0127
170161,979427.5818,198084.4894
170384,979734.9972,197679.2566
170540,979416.1196,197278.3352
170320,979417.6963,197640.3449
170315,979309.648,197684.0112
170535,979391.0218,197232.2227
170319,979399.137,197647.7983
169870,981834.9605,195734.3366
169872,981853.47,195713.0614
170314,979287.4085,197695.2559
170537,979397.9536,197244.9583
170317,979354.7831,197665.6319
169868,981816.3198,195755.7631
169869,981825.64,195745.0498
170452,979321.2284,197467.2199
170827,979869.2328,196083.3799
170824,979784.7592,196075.9462
170160,979450.775,198077.5809
170162,979404.0054,198091.5113
170826,979841.3405,196080.9251
170823,979757.1661,196073.5177
170539,979403.6642,197275.323
170825,979813.0502,196078.4356
170536,979386.1675,197243.1758
170457,979198.2279,197534.2287
170458,979182.1551,197528.5246
170534,979379.475,197230.8792
170503,979357.9392,197321.631
170699,979678.1873,196818.2173
170542,979424.82,197294.321
170502,979366.685,197336.9039
170515,979382.2302,197210.02
170516,979379.5015,197227.8395
169966,980248.8184,195801.3647
170506,979332.3983,197277.0258
170509,979300.1319,197214.8799
170543,979420.6829,197306.5917
170508,979306.8074,197232.3339
170504,979349.5912,197307.0516
170514,979379.3181,197191.9262
170511,979341.2099,197165.3574
170512,979357.1489,197168.4679
170309,979362.3497,197789.6852
170513,979370.9566,197178.3833
